race,gender,rel,ses,framing,para,sample,phq8_total,item1,item2,item3,item4,item5,item6,item7,item8
White,Cisgender Man,Partnered,High,clinical,v0,1,2,0,0,1,0,0,0,1,0
White,Cisgender Man,Partnered,High,clinical,v0,2,2,0,0,1,0,0,0,0,1
White,Cisgender Man,Partnered,High,clinical,v0,3,1,0,0,1,0,0,0,0,0
White,Cisgender Man,Partnered,High,clinical,v1,0,2,0,0,1,0,0,0,1,0
White,Cisgender Man,Partnered,High,clinical,v1,1,1,0,0,1,0,0,0,0,0
White,Cisgender Man,Partnered,High,clinical,v1,2,2,0,0,1,0,0,0,1,0
White,Cisgender Man,Partnered,High,clinical,v1,3,2,0,0,1,0,0,0,1,0
White,Cisgender Man,Partnered,High,narrative,v0,0,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v0,1,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v0,3,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v1,0,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v1,1,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v1,2,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Partnered,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,Low,clinical,v0,0,11,1,1,2,2,1,1,2,1
White,Cisgender Man,Single,Low,clinical,v0,1,11,1,1,2,2,1,1,2,1
White,Cisgender Man,Single,Low,clinical,v0,2,12,2,2,1,2,1,2,1,1
White,Cisgender Man,Single,Low,clinical,v0,3,11,1,2,1,2,1,2,1,1
White,Cisgender Man,Single,Low,clinical,v1,0,11,1,2,1,2,1,2,1,1
White,Cisgender Man,Single,Low,clinical,v1,1,11,1,2,1,2,1,2,1,1
White,Cisgender Man,Single,Low,clinical,v1,2,10,1,2,1,2,1,1,1,1
White,Cisgender Man,Single,Low,clinical,v1,3,11,1,2,1,2,1,2,1,1
White,Cisgender Man,Single,Low,narrative,v0,0,4,0,0,1,1,0,1,1,0
White,Cisgender Man,Single,Low,narrative,v0,1,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Low,narrative,v0,2,4,0,0,1,1,0,1,1,0
White,Cisgender Man,Single,Low,narrative,v0,3,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Low,narrative,v1,0,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Low,narrative,v1,1,8,0,1,2,1,0,1,2,1
White,Cisgender Man,Single,Low,narrative,v1,2,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Low,narrative,v1,3,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Middle,clinical,v0,0,10,1,1,2,2,0,1,2,1
White,Cisgender Man,Single,Middle,clinical,v0,1,8,1,1,2,2,0,1,1,0
White,Cisgender Man,Single,Middle,clinical,v0,2,8,1,1,2,2,0,1,1,0
White,Cisgender Man,Single,Middle,clinical,v0,3,10,1,1,2,2,0,1,2,1
White,Cisgender Man,Single,Middle,clinical,v1,0,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,Middle,clinical,v1,1,8,0,1,2,1,0,1,2,1
White,Cisgender Man,Single,Middle,clinical,v1,2,6,0,1,1,2,0,1,1,0
White,Cisgender Man,Single,Middle,clinical,v1,3,8,0,1,2,1,0,1,2,1
White,Cisgender Man,Single,Middle,narrative,v0,0,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,Middle,narrative,v0,1,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,Middle,narrative,v0,2,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,Middle,narrative,v0,3,1,0,0,1,0,0,0,0,0
White,Cisgender Man,Single,Middle,narrative,v1,0,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,Middle,narrative,v1,1,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,Middle,narrative,v1,2,4,0,0,1,1,0,1,1,0
White,Cisgender Man,Single,Middle,narrative,v1,3,9,0,1,2,0,0,1,2,3
White,Cisgender Man,Single,High,clinical,v0,0,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,clinical,v0,1,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,clinical,v0,2,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,clinical,v0,3,2,0,0,1,0,0,0,1,0
White,Cisgender Man,Single,High,clinical,v1,0,1,0,0,1,0,0,0,0,0
White,Cisgender Man,Single,High,clinical,v1,1,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,clinical,v1,2,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,clinical,v1,3,3,0,0,1,1,0,0,1,0
White,Cisgender Man,Single,High,narrative,v0,0,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v0,1,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v0,3,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v1,0,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v1,1,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v1,2,0,0,0,0,0,0,0,0,0
White,Cisgender Man,Single,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,Low,clinical,v0,0,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,clinical,v0,1,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,clinical,v0,2,11,1,1,2,2,1,2,1,1
White,Cisgender Woman,Partnered,Low,clinical,v0,3,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,clinical,v1,0,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,clinical,v1,1,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,clinical,v1,2,9,1,1,2,2,1,1,1,0
White,Cisgender Woman,Partnered,Low,clinical,v1,3,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Partnered,Low,narrative,v0,0,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Low,narrative,v0,1,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Partnered,Low,narrative,v0,2,4,0,0,1,1,0,1,1,0
White,Cisgender Woman,Partnered,Low,narrative,v0,3,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Low,narrative,v1,0,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Low,narrative,v1,1,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Low,narrative,v1,2,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Low,narrative,v1,3,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,clinical,v0,0,8,1,1,2,1,0,2,1,0
White,Cisgender Woman,Partnered,Middle,clinical,v0,1,8,1,1,2,2,0,1,1,0
White,Cisgender Woman,Partnered,Middle,clinical,v0,2,8,1,1,2,1,0,1,2,0
White,Cisgender Woman,Partnered,Middle,clinical,v0,3,8,1,1,2,1,0,1,2,0
White,Cisgender Woman,Partnered,Middle,clinical,v1,0,5,1,1,0,1,0,1,1,0
White,Cisgender Woman,Partnered,Middle,clinical,v1,1,6,0,1,1,2,0,1,1,0
White,Cisgender Woman,Partnered,Middle,clinical,v1,2,8,0,1,1,2,0,1,2,1
White,Cisgender Woman,Partnered,Middle,clinical,v1,3,8,1,1,2,1,0,1,2,0
White,Cisgender Woman,Partnered,Middle,narrative,v0,0,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,narrative,v0,1,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,Middle,narrative,v0,3,4,0,0,1,1,0,0,1,1
White,Cisgender Woman,Partnered,Middle,narrative,v1,0,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,narrative,v1,1,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,narrative,v1,2,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,Middle,narrative,v1,3,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,High,clinical,v0,0,2,0,0,1,0,0,1,0,0
White,Cisgender Woman,Partnered,High,clinical,v0,1,1,0,0,1,0,0,0,0,0
White,Cisgender Woman,Partnered,High,clinical,v0,2,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Partnered,High,clinical,v0,3,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Partnered,High,clinical,v1,0,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Partnered,High,clinical,v1,1,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Partnered,High,clinical,v1,2,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Partnered,High,clinical,v1,3,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Partnered,High,narrative,v0,0,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,High,narrative,v0,1,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,High,narrative,v0,3,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Partnered,High,narrative,v1,0,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Partnered,High,narrative,v1,1,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Partnered,High,narrative,v1,2,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Partnered,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Low,clinical,v0,0,12,1,2,2,2,1,2,1,1
White,Cisgender Woman,Single,Low,clinical,v0,1,10,1,1,2,2,1,1,1,1
White,Cisgender Woman,Single,Low,clinical,v0,2,12,2,2,1,2,1,2,1,1
White,Cisgender Woman,Single,Low,clinical,v0,3,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Single,Low,clinical,v1,0,11,1,1,2,2,1,2,1,1
White,Cisgender Woman,Single,Low,clinical,v1,1,11,1,1,2,2,1,2,1,1
White,Cisgender Woman,Single,Low,clinical,v1,2,11,1,1,2,2,1,1,1,2
White,Cisgender Woman,Single,Low,clinical,v1,3,11,1,1,2,2,1,2,1,1
White,Cisgender Woman,Single,Low,narrative,v0,0,4,0,0,1,1,0,1,1,0
White,Cisgender Woman,Single,Low,narrative,v0,1,8,0,1,2,1,0,1,1,2
White,Cisgender Woman,Single,Low,narrative,v0,2,8,0,1,2,1,0,1,2,1
White,Cisgender Woman,Single,Low,narrative,v0,3,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Single,Low,narrative,v1,0,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Single,Low,narrative,v1,1,8,0,1,2,1,0,1,2,1
White,Cisgender Woman,Single,Low,narrative,v1,2,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Single,Low,narrative,v1,3,9,0,1,2,0,0,1,2,3
White,Cisgender Woman,Single,Middle,clinical,v0,0,10,1,1,2,2,0,1,2,1
White,Cisgender Woman,Single,Middle,clinical,v0,1,11,1,1,2,2,1,1,2,1
White,Cisgender Woman,Single,Middle,clinical,v0,2,10,1,1,2,2,0,1,2,1
White,Cisgender Woman,Single,Middle,clinical,v0,3,10,1,1,2,2,0,1,2,1
White,Cisgender Woman,Single,Middle,clinical,v1,0,7,0,1,2,1,0,1,2,0
White,Cisgender Woman,Single,Middle,clinical,v1,1,5,0,1,1,1,0,1,1,0
White,Cisgender Woman,Single,Middle,clinical,v1,2,6,0,1,2,1,0,1,1,0
White,Cisgender Woman,Single,Middle,clinical,v1,3,6,0,1,2,1,0,1,1,0
White,Cisgender Woman,Single,Middle,narrative,v0,0,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v0,1,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v0,3,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v1,0,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v1,1,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v1,2,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,Middle,narrative,v1,3,2,0,0,1,1,0,0,0,0
White,Cisgender Woman,Single,High,clinical,v0,0,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Single,High,clinical,v0,1,2,0,0,1,1,0,0,0,0
White,Cisgender Woman,Single,High,clinical,v0,2,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Single,High,clinical,v0,3,2,0,0,1,0,0,0,1,0
White,Cisgender Woman,Single,High,clinical,v1,0,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Single,High,clinical,v1,1,3,0,0,1,0,0,1,1,0
White,Cisgender Woman,Single,High,clinical,v1,2,2,0,0,1,0,0,1,0,0
White,Cisgender Woman,Single,High,clinical,v1,3,3,0,0,1,1,0,0,1,0
White,Cisgender Woman,Single,High,narrative,v0,0,1,0,0,1,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v0,1,1,0,0,1,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v0,3,1,0,0,1,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v1,0,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v1,1,0,0,0,0,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v1,2,1,0,0,1,0,0,0,0,0
White,Cisgender Woman,Single,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,Low,clinical,v0,0,11,1,1,2,2,1,1,1,2
Black,Cisgender Man,Partnered,Low,clinical,v0,1,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Partnered,Low,clinical,v0,2,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Partnered,Low,clinical,v0,3,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Partnered,Low,clinical,v1,0,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Partnered,Low,clinical,v1,1,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Partnered,Low,clinical,v1,2,11,1,2,1,2,1,2,1,1
Black,Cisgender Man,Partnered,Low,clinical,v1,3,11,1,1,2,2,1,1,1,2
Black,Cisgender Man,Partnered,Low,narrative,v0,0,8,0,1,2,1,0,1,1,2
Black,Cisgender Man,Partnered,Low,narrative,v0,1,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Partnered,Low,narrative,v0,2,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Partnered,Low,narrative,v0,3,2,0,0,1,1,0,0,0,0
Black,Cisgender Man,Partnered,Low,narrative,v1,0,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Partnered,Low,narrative,v1,1,9,0,1,2,0,0,1,2,3
Black,Cisgender Man,Partnered,Low,narrative,v1,2,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Partnered,Low,narrative,v1,3,9,0,1,2,0,0,1,2,3
Black,Cisgender Man,Partnered,Middle,clinical,v0,0,6,0,1,1,1,0,1,2,0
Black,Cisgender Man,Partnered,Middle,clinical,v0,1,8,1,1,2,1,0,1,2,0
Black,Cisgender Man,Partnered,Middle,clinical,v0,2,5,0,1,1,1,0,1,1,0
Black,Cisgender Man,Partnered,Middle,clinical,v0,3,6,0,1,1,2,0,1,1,0
Black,Cisgender Man,Partnered,Middle,clinical,v1,0,8,0,1,1,2,0,1,1,2
Black,Cisgender Man,Partnered,Middle,clinical,v1,1,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Partnered,Middle,clinical,v1,2,6,0,1,1,2,0,1,1,0
Black,Cisgender Man,Partnered,Middle,clinical,v1,3,6,0,1,1,2,0,1,1,0
Black,Cisgender Man,Partnered,Middle,narrative,v0,0,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Partnered,Middle,narrative,v0,1,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v0,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v0,3,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v1,0,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v1,1,2,0,0,1,1,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v1,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,Middle,narrative,v1,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,clinical,v0,0,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Partnered,High,clinical,v0,1,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Partnered,High,clinical,v0,2,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Partnered,High,clinical,v0,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,clinical,v1,0,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Partnered,High,clinical,v1,1,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Partnered,High,clinical,v1,2,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Partnered,High,clinical,v1,3,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Partnered,High,narrative,v0,0,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v0,1,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v0,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v1,0,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v1,1,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v1,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Partnered,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,Low,clinical,v0,0,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Single,Low,clinical,v0,1,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Single,Low,clinical,v0,2,12,2,2,1,2,1,2,1,1
Black,Cisgender Man,Single,Low,clinical,v0,3,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Single,Low,clinical,v1,0,15,2,2,2,2,1,2,2,2
Black,Cisgender Man,Single,Low,clinical,v1,1,11,1,1,2,2,1,2,1,1
Black,Cisgender Man,Single,Low,clinical,v1,2,15,2,2,3,2,1,2,1,2
Black,Cisgender Man,Single,Low,clinical,v1,3,15,2,2,2,2,1,2,2,2
Black,Cisgender Man,Single,Low,narrative,v0,0,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Low,narrative,v0,1,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Low,narrative,v0,2,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Single,Low,narrative,v0,3,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Low,narrative,v1,0,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Single,Low,narrative,v1,1,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Single,Low,narrative,v1,2,9,0,1,2,0,0,1,2,3
Black,Cisgender Man,Single,Low,narrative,v1,3,4,0,0,1,1,0,1,1,0
Black,Cisgender Man,Single,Middle,clinical,v0,0,6,1,1,0,2,0,1,1,0
Black,Cisgender Man,Single,Middle,clinical,v0,1,7,1,1,2,1,0,1,1,0
Black,Cisgender Man,Single,Middle,clinical,v0,2,11,1,1,2,2,1,1,2,1
Black,Cisgender Man,Single,Middle,clinical,v0,3,9,1,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Middle,clinical,v1,0,8,0,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Middle,clinical,v1,1,10,1,1,2,2,0,1,2,1
Black,Cisgender Man,Single,Middle,clinical,v1,2,8,0,1,1,2,0,1,2,1
Black,Cisgender Man,Single,Middle,clinical,v1,3,9,1,1,2,1,0,1,2,1
Black,Cisgender Man,Single,Middle,narrative,v0,0,2,0,0,1,1,0,0,0,0
Black,Cisgender Man,Single,Middle,narrative,v0,1,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Single,Middle,narrative,v0,2,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Single,Middle,narrative,v0,3,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Single,Middle,narrative,v1,0,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,Middle,narrative,v1,1,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,Middle,narrative,v1,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,Middle,narrative,v1,3,3,0,0,1,1,0,0,1,0
Black,Cisgender Man,Single,High,clinical,v0,0,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v0,1,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v0,2,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v0,3,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v1,0,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Single,High,clinical,v1,1,1,0,0,1,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v1,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,clinical,v1,3,2,0,0,1,0,0,0,1,0
Black,Cisgender Man,Single,High,narrative,v0,0,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v0,1,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v0,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v0,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v1,0,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v1,1,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v1,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Man,Single,High,narrative,v1,3,0,0,0,0,0,0,0,0,0
Black,Cisgender Woman,Partnered,Low,clinical,v0,0,11,1,1,2,2,1,2,1,1
Black,Cisgender Woman,Partnered,Low,clinical,v0,1,11,1,1,2,2,1,1,2,1
Black,Cisgender Woman,Partnered,Low,clinical,v0,2,9,0,1,2,1,1,1,2,1
Black,Cisgender Woman,Partnered,Low,clinical,v0,3,11,1,2,1,2,1,2,1,1
Black,Cisgender Woman,Partnered,Low,clinical,v1,0,11,1,1,2,2,1,1,1,2
Black,Cisgender Woman,Partnered,Low,clinical,v1,1,11,1,1,2,2,1,2,1,1
Black,Cisgender Woman,Partnered,Low,clinical,v1,2,11,1,2,1,2,1,2,1,1
Black,Cisgender Woman,Partnered,Low,clinical,v1,3,11,1,2,1,2,1,2,1,1
Black,Cisgender Woman,Partnered,Low,narrative,v0,0,4,0,0,1,1,0,0,1,1
Black,Cisgender Woman,Partnered,Low,narrative,v0,1,4,0,0,1,1,0,1,1,0
Black,Cisgender Woman,Partnered,Low,narrative,v0,2,0,0,0,0,0,0,0,0,0
Black,Cisgender Woman,Partnered,Low,narrative,v0,3,9,0,1,2,0,0,1,2,3
Black,Cisgender Woman,Partnered,Low,narrative,v1,0,9,0,1,2,0,0,1,2,3
Black,Cisgender Woman,Partnered,Low,narrative,v1,1,4,0,0,1,1,0,1,1,0
Black,Cisgender Woman,Partnered,Low,narrative,v1,2,8,0,1,2,1,0,1,2,1
Black,Cisgender Woman,Partnered,Low,narrative,v1,3,4,0,0,1,1,0,1,1,0
Black,Cisgender Woman,Partnered,Middle,clinical,v0,0,8,1,1,2,1,0,1,2,0
Black,Cisgender Woman,Partnered,Middle,clinical,v0,1,5,1,1,0,1,0,1,1,0
Black,Cisgender Woman,Partnered,Middle,clinical,v0,2,10,1,1,2,2,0,1,2,1
Black,Cisgender Woman,Partnered,Middle,clinical,v0,3,9,1,1,2,2,1,1,1,0
Black,Cisgender Woman,Partnered,Middle,clinical,v1,0,8,1,1,2,1,0,2,1,0
